Id;region;vaccine;year;coverage
769;Eastern & Southern Africa;dtp3;1983;29
770;Eastern & Southern Africa;mcv1;1983;31
771;Eastern & Southern Africa;pol3;1983;27
772;Eastern & Southern Africa;rcv1;1983;0
773;Eastern & Southern Africa;bcg;1984;43
774;Eastern & Southern Africa;dtp1;1984;55
775;Eastern & Southern Africa;dtp3;1984;35
776;Eastern & Southern Africa;mcv1;1984;35
777;Eastern & Southern Africa;pol3;1984;32
778;Eastern & Southern Africa;rcv1;1984;0
779;Eastern & Southern Africa;bcg;1985;49
780;Eastern & Southern Africa;dtp1;1985;58
781;Eastern & Southern Africa;dtp3;1985;38
782;Eastern & Southern Africa;hepb3;1985;0
783;Eastern & Southern Africa;mcv1;1985;39
784;Eastern & Southern Africa;pol3;1985;38
785;Eastern & Southern Africa;rcv1;1985;0
786;Eastern & Southern Africa;bcg;1986;52
787;Eastern & Southern Africa;dtp1;1986;62
788;Eastern & Southern Africa;dtp3;1986;42
789;Eastern & Southern Africa;hepb3;1986;0
790;Eastern & Southern Africa;mcv1;1986;45
791;Eastern & Southern Africa;pol3;1986;42
792;Eastern & Southern Africa;rcv1;1986;0
793;Eastern & Southern Africa;bcg;1987;61
794;Eastern & Southern Africa;dtp1;1987;68
795;Eastern & Southern Africa;dtp3;1987;49
796;Eastern & Southern Africa;hepb3;1987;0
797;Eastern & Southern Africa;mcv1;1987;49
798;Eastern & Southern Africa;pol3;1987;50
799;Eastern & Southern Africa;rcv1;1987;0
800;Eastern & Southern Africa;bcg;1988;61
801;Eastern & Southern Africa;dtp1;1988;70
802;Eastern & Southern Africa;dtp3;1988;52
803;Eastern & Southern Africa;hepb3;1988;0
804;Eastern & Southern Africa;mcv1;1988;53
805;Eastern & Southern Africa;pol3;1988;51
806;Eastern & Southern Africa;rcv1;1988;0
807;Eastern & Southern Africa;bcg;1989;71
808;Eastern & Southern Africa;dtp1;1989;75
809;Eastern & Southern Africa;dtp3;1989;57
810;Eastern & Southern Africa;hepb3;1989;0
811;Eastern & Southern Africa;mcv1;1989;59
812;Eastern & Southern Africa;pol3;1989;56
813;Eastern & Southern Africa;rcv1;1989;0
814;Eastern & Southern Africa;bcg;1990;73
815;Eastern & Southern Africa;dtp1;1990;81
816;Eastern & Southern Africa;dtp3;1990;62
817;Eastern & Southern Africa;hepb3;1990;0
818;Eastern & Southern Africa;hib3;1990;0
819;Eastern & Southern Africa;mcv1;1990;62
820;Eastern & Southern Africa;pol3;1990;63
821;Eastern & Southern Africa;rcv1;1990;0
822;Eastern & Southern Africa;bcg;1991;69
823;Eastern & Southern Africa;dtp1;1991;76
824;Eastern & Southern Africa;dtp3;1991;58
825;Eastern & Southern Africa;hepb3;1991;0
826;Eastern & Southern Africa;hib3;1991;0
827;Eastern & Southern Africa;mcv1;1991;58
828;Eastern & Southern Africa;pol3;1991;59
829;Eastern & Southern Africa;rcv1;1991;0
830;Eastern & Southern Africa;bcg;1992;68
831;Eastern & Southern Africa;dtp1;1992;74
832;Eastern & Southern Africa;dtp3;1992;56
833;Eastern & Southern Africa;hepb3;1992;0
834;Eastern & Southern Africa;hib3;1992;0
835;Eastern & Southern Africa;mcv1;1992;57
836;Eastern & Southern Africa;pol3;1992;57
837;Eastern & Southern Africa;rcv1;1992;0
838;Eastern & Southern Africa;bcg;1993;72
839;Eastern & Southern Africa;dtp1;1993;78
840;Eastern & Southern Africa;dtp3;1993;60
841;Eastern & Southern Africa;hepb3;1993;0
842;Eastern & Southern Africa;hib3;1993;0
843;Eastern & Southern Africa;mcv1;1993;59
844;Eastern & Southern Africa;pol3;1993;59
845;Eastern & Southern Africa;rcv1;1993;0
846;Eastern & Southern Africa;bcg;1994;76
847;Eastern & Southern Africa;dtp1;1994;81
848;Eastern & Southern Africa;dtp3;1994;64
849;Eastern & Southern Africa;hepb3;1994;0
850;Eastern & Southern Africa;hib3;1994;0
851;Eastern & Southern Africa;mcv1;1994;64
852;Eastern & Southern Africa;pol3;1994;63
853;Eastern & Southern Africa;rcv1;1994;0
854;Eastern & Southern Africa;bcg;1995;79
855;Eastern & Southern Africa;dtp1;1995;82
856;Eastern & Southern Africa;dtp3;1995;65
857;Eastern & Southern Africa;hepb3;1995;0
858;Eastern & Southern Africa;hib3;1995;0
859;Eastern & Southern Africa;mcv1;1995;62
860;Eastern & Southern Africa;pol3;1995;66
861;Eastern & Southern Africa;rcv1;1995;0
862;Eastern & Southern Africa;bcg;1996;77
863;Eastern & Southern Africa;dtp1;1996;82
864;Eastern & Southern Africa;dtp3;1996;65
865;Eastern & Southern Africa;hepb3;1996;1
866;Eastern & Southern Africa;hib3;1996;0
867;Eastern & Southern Africa;mcv1;1996;65
868;Eastern & Southern Africa;pol3;1996;68
869;Eastern & Southern Africa;rcv1;1996;0
870;Eastern & Southern Africa;bcg;1997;77
871;Eastern & Southern Africa;dtp1;1997;83
872;Eastern & Southern Africa;dtp3;1997;64
873;Eastern & Southern Africa;hepb3;1997;7
874;Eastern & Southern Africa;hib3;1997;0
875;Eastern & Southern Africa;mcv1;1997;65
876;Eastern & Southern Africa;pol3;1997;69
877;Eastern & Southern Africa;rcv1;1997;0
878;Eastern & Southern Africa;yfv;1997;1
879;Eastern & Southern Africa;bcg;1998;75
880;Eastern & Southern Africa;dtp1;1998;78
881;Eastern & Southern Africa;dtp3;1998;61
882;Eastern & Southern Africa;hepb3;1998;7
883;Eastern & Southern Africa;hib3;1998;0
884;Eastern & Southern Africa;mcv1;1998;62
885;Eastern & Southern Africa;pol3;1998;66
886;Eastern & Southern Africa;rcv1;1998;0
887;Eastern & Southern Africa;yfv;1998;2
888;Eastern & Southern Africa;bcg;1999;75
889;Eastern & Southern Africa;dtp1;1999;73
890;Eastern & Southern Africa;dtp3;1999;57
891;Eastern & Southern Africa;hepb3;1999;7
892;Eastern & Southern Africa;hib3;1999;0
893;Eastern & Southern Africa;mcv1;1999;59
894;Eastern & Southern Africa;pol3;1999;65
895;Eastern & Southern Africa;rcv1;1999;0
896;Eastern & Southern Africa;yfv;1999;2
897;Eastern & Southern Africa;bcg;2000;74
898;Eastern & Southern Africa;dtp1;2000;74
899;Eastern & Southern Africa;dtp3;2000;59
900;Eastern & Southern Africa;hepb3;2000;8
901;Eastern & Southern Africa;hepbb;2000;0
902;Eastern & Southern Africa;hib3;2000;6
903;Eastern & Southern Africa;mcv1;2000;60
904;Eastern & Southern Africa;mcv2;2000;5
905;Eastern & Southern Africa;pol3;2000;63
906;Eastern & Southern Africa;rcv1;2000;0
907;Eastern & Southern Africa;yfv;2000;2
908;Eastern & Southern Africa;bcg;2001;77
909;Eastern & Southern Africa;dtp1;2001;76
910;Eastern & Southern Africa;dtp3;2001;62
911;Eastern & Southern Africa;hepb3;2001;9
912;Eastern & Southern Africa;hepbb;2001;0
913;Eastern & Southern Africa;hib3;2001;5
914;Eastern & Southern Africa;mcv1;2001;62
915;Eastern & Southern Africa;mcv2;2001;4
916;Eastern & Southern Africa;pol3;2001;64
917;Eastern & Southern Africa;rcv1;2001;0
918;Eastern & Southern Africa;yfv;2001;2
919;Eastern & Southern Africa;bcg;2002;77
920;Eastern & Southern Africa;dtp1;2002;77
921;Eastern & Southern Africa;dtp3;2002;62
922;Eastern & Southern Africa;hepb3;2002;39
923;Eastern & Southern Africa;hepbb;2002;0
924;Eastern & Southern Africa;hib3;2002;19
925;Eastern & Southern Africa;mcv1;2002;63
926;Eastern & Southern Africa;mcv2;2002;4
927;Eastern & Southern Africa;pol3;2002;66
928;Eastern & Southern Africa;rcv1;2002;0
929;Eastern & Southern Africa;yfv;2002;2
930;Eastern & Southern Africa;bcg;2003;77
931;Eastern & Southern Africa;dtp1;2003;79
932;Eastern & Southern Africa;dtp3;2003;64
933;Eastern & Southern Africa;hepb3;2003;41
934;Eastern & Southern Africa;hepbb;2003;0
935;Eastern & Southern Africa;hib3;2003;21
936;Eastern & Southern Africa;mcv1;2003;64
937;Eastern & Southern Africa;mcv2;2003;4
938;Eastern & Southern Africa;pol3;2003;67
939;Eastern & Southern Africa;rcv1;2003;0
940;Eastern & Southern Africa;yfv;2003;3
941;Eastern & Southern Africa;bcg;2004;77
942;Eastern & Southern Africa;dtp1;2004;80
943;Eastern & Southern Africa;dtp3;2004;66
944;Eastern & Southern Africa;hepb3;2004;45
945;Eastern & Southern Africa;hepbb;2004;0
946;Eastern & Southern Africa;hib3;2004;27
947;Eastern & Southern Africa;mcv1;2004;65
948;Eastern & Southern Africa;mcv2;2004;4
949;Eastern & Southern Africa;pol3;2004;68
950;Eastern & Southern Africa;rcv1;2004;0
951;Eastern & Southern Africa;yfv;2004;3
952;Eastern & Southern Africa;bcg;2005;79
953;Eastern & Southern Africa;dtp1;2005;80
954;Eastern & Southern Africa;dtp3;2005;68
955;Eastern & Southern Africa;hepb3;2005;51
956;Eastern & Southern Africa;hepbb;2005;0
957;Eastern & Southern Africa;hib3;2005;28
958;Eastern & Southern Africa;mcv1;2005;64
959;Eastern & Southern Africa;mcv2;2005;4
960;Eastern & Southern Africa;pol3;2005;68
961;Eastern & Southern Africa;rcv1;2005;0
962;Eastern & Southern Africa;yfv;2005;2
963;Eastern & Southern Africa;bcg;2006;80
964;Eastern & Southern Africa;dtp1;2006;82
965;Eastern & Southern Africa;dtp3;2006;69
966;Eastern & Southern Africa;hepb3;2006;56
967;Eastern & Southern Africa;hepbb;2006;0
968;Eastern & Southern Africa;hib3;2006;29
969;Eastern & Southern Africa;mcv1;2006;67
970;Eastern & Southern Africa;mcv2;2006;5
971;Eastern & Southern Africa;pol3;2006;70
972;Eastern & Southern Africa;rcv1;2006;0
973;Eastern & Southern Africa;rotac;2006;0
974;Eastern & Southern Africa;yfv;2006;2
975;Eastern & Southern Africa;bcg;2007;82
976;Eastern & Southern Africa;dtp1;2007;85
977;Eastern & Southern Africa;dtp3;2007;72
978;Eastern & Southern Africa;hepb3;2007;69
979;Eastern & Southern Africa;hepbb;2007;0
980;Eastern & Southern Africa;hib3;2007;41
981;Eastern & Southern Africa;mcv1;2007;72
982;Eastern & Southern Africa;mcv2;2007;4
983;Eastern & Southern Africa;pol3;2007;74
984;Eastern & Southern Africa;rcv1;2007;0
985;Eastern & Southern Africa;rotac;2007;0
986;Eastern & Southern Africa;yfv;2007;4
987;Eastern & Southern Africa;bcg;2008;84
988;Eastern & Southern Africa;dtp1;2008;85
989;Eastern & Southern Africa;dtp3;2008;73
990;Eastern & Southern Africa;hepb3;2008;71
991;Eastern & Southern Africa;hepbb;2008;0
992;Eastern & Southern Africa;hib3;2008;55
993;Eastern & Southern Africa;mcv1;2008;72
994;Eastern & Southern Africa;mcv2;2008;5
995;Eastern & Southern Africa;pcv3;2008;0
996;Eastern & Southern Africa;pol3;2008;75
997;Eastern & Southern Africa;rcv1;2008;0
998;Eastern & Southern Africa;rotac;2008;0
999;Eastern & Southern Africa;yfv;2008;3
1000;Eastern & Southern Africa;bcg;2009;84
1001;Eastern & Southern Africa;dtp1;2009;85
1002;Eastern & Southern Africa;dtp3;2009;74
1003;Eastern & Southern Africa;hepb3;2009;71
1004;Eastern & Southern Africa;hepbb;2009;0
1005;Eastern & Southern Africa;hib3;2009;71
1006;Eastern & Southern Africa;mcv1;2009;75
1007;Eastern & Southern Africa;mcv2;2009;5
1008;Eastern & Southern Africa;pcv3;2009;1
1009;Eastern & Southern Africa;pol3;2009;75
1010;Eastern & Southern Africa;rcv1;2009;0
1011;Eastern & Southern Africa;rotac;2009;1
1012;Eastern & Southern Africa;yfv;2009;2
1013;Eastern & Southern Africa;bcg;2010;86
1014;Eastern & Southern Africa;dtp1;2010;88
1015;Eastern & Southern Africa;dtp3;2010;77
1016;Eastern & Southern Africa;hepb3;2010;74
1017;Eastern & Southern Africa;hepbb;2010;0
1018;Eastern & Southern Africa;hib3;2010;74
1019;Eastern & Southern Africa;mcv1;2010;78
1020;Eastern & Southern Africa;mcv2;2010;5
1021;Eastern & Southern Africa;pcv3;2010;6
1022;Eastern & Southern Africa;pol3;2010;79
1023;Eastern & Southern Africa;rcv1;2010;0
1024;Eastern & Southern Africa;rotac;2010;4
1025;Eastern & Southern Africa;yfv;2010;2
1026;Eastern & Southern Africa;bcg;2011;88
1027;Eastern & Southern Africa;dtp1;2011;88
1028;Eastern & Southern Africa;dtp3;2011;78
1029;Eastern & Southern Africa;hepb3;2011;76
1030;Eastern & Southern Africa;hepbb;2011;0
1031;Eastern & Southern Africa;hib3;2011;75
1032;Eastern & Southern Africa;mcv1;2011;78
1033;Eastern & Southern Africa;mcv2;2011;5
1034;Eastern & Southern Africa;pcv3;2011;17
1035;Eastern & Southern Africa;pol3;2011;79
1036;Eastern & Southern Africa;rcv1;2011;0
1037;Eastern & Southern Africa;rotac;2011;7
1038;Eastern & Southern Africa;yfv;2011;3
1039;Eastern & Southern Africa;bcg;2012;86
1040;Eastern & Southern Africa;dtp1;2012;86
1041;Eastern & Southern Africa;dtp3;2012;77
1042;Eastern & Southern Africa;hepb3;2012;75
1043;Eastern & Southern Africa;hepbb;2012;0
1044;Eastern & Southern Africa;hib3;2012;75
1045;Eastern & Southern Africa;mcv1;2012;78
1046;Eastern & Southern Africa;mcv2;2012;6
1047;Eastern & Southern Africa;pcv3;2012;27
1048;Eastern & Southern Africa;pol3;2012;78
1049;Eastern & Southern Africa;rcv1;2012;0
1050;Eastern & Southern Africa;rotac;2012;12
1051;Eastern & Southern Africa;yfv;2012;3
1052;Eastern & Southern Africa;bcg;2013;84
1053;Eastern & Southern Africa;dtp1;2013;84
1054;Eastern & Southern Africa;dtp3;2013;77
1055;Eastern & Southern Africa;hepb3;2013;76
1056;Eastern & Southern Africa;hepbb;2013;0
1057;Eastern & Southern Africa;hib3;2013;76
1058;Eastern & Southern Africa;mcv1;2013;77
1059;Eastern & Southern Africa;mcv2;2013;10
1060;Eastern & Southern Africa;pcv3;2013;49
1061;Eastern & Southern Africa;pol3;2013;79
1062;Eastern & Southern Africa;rcv1;2013;0
1063;Eastern & Southern Africa;rotac;2013;26
1064;Eastern & Southern Africa;yfv;2013;2
1065;Eastern & Southern Africa;bcg;2014;85
1066;Eastern & Southern Africa;dtp1;2014;87
1067;Eastern & Southern Africa;dtp3;2014;79
1068;Eastern & Southern Africa;hepb3;2014;78
1069;Eastern & Southern Africa;hepbb;2014;0
1070;Eastern & Southern Africa;hib3;2014;78
1071;Eastern & Southern Africa;mcv1;2014;77
1072;Eastern & Southern Africa;mcv2;2014;15
1073;Eastern & Southern Africa;pcv3;2014;69
1074;Eastern & Southern Africa;pol3;2014;80
1075;Eastern & Southern Africa;rcv1;2014;11
1076;Eastern & Southern Africa;rotac;2014;50
1077;Eastern & Southern Africa;yfv;2014;5
1078;Eastern & Southern Africa;bcg;2015;86
1079;Eastern & Southern Africa;dtp1;2015;89
1080;Eastern & Southern Africa;dtp3;2015;81
1081;Eastern & Southern Africa;hepb3;2015;81
1082;Eastern & Southern Africa;hepbb;2015;0
1083;Eastern & Southern Africa;hib3;2015;81
1084;Eastern & Southern Africa;ipv1;2015;13
1085;Eastern & Southern Africa;mcv1;2015;79
1086;Eastern & Southern Africa;mcv2;2015;26
1087;Eastern & Southern Africa;pcv3;2015;73
1088;Eastern & Southern Africa;pol3;2015;82
1089;Eastern & Southern Africa;rcv1;2015;13
1090;Eastern & Southern Africa;rotac;2015;65
1091;Eastern & Southern Africa;yfv;2015;5
1092;Eastern & Southern Africa;bcg;2016;86
1093;Eastern & Southern Africa;dtp1;2016;89
1094;Eastern & Southern Africa;dtp3;2016;81
1095;Eastern & Southern Africa;hepb3;2016;81
1096;Eastern & Southern Africa;hepbb;2016;0
1097;Eastern & Southern Africa;hib3;2016;81
1098;Eastern & Southern Africa;ipv1;2016;30
1099;Eastern & Southern Africa;mcv1;2016;77
1100;Eastern & Southern Africa;mcv2;2016;34
1101;Eastern & Southern Africa;pcv3;2016;76
1102;Eastern & Southern Africa;pol3;2016;81
1103;Eastern & Southern Africa;rcv1;2016;15
1104;Eastern & Southern Africa;rotac;2016;69
1105;Eastern & Southern Africa;yfv;2016;3
1106;Eastern & Southern Africa;bcg;2017;86
1107;Eastern & Southern Africa;dtp1;2017;88
1108;Eastern & Southern Africa;dtp3;2017;81
1109;Eastern & Southern Africa;hepb3;2017;81
1110;Eastern & Southern Africa;hepbb;2017;0
1111;Eastern & Southern Africa;hib3;2017;81
1112;Eastern & Southern Africa;ipv1;2017;36
1113;Eastern & Southern Africa;mcv1;2017;77
1114;Eastern & Southern Africa;mcv2;2017;37
1115;Eastern & Southern Africa;pcv3;2017;76
1116;Eastern & Southern Africa;pol3;2017;80
1117;Eastern & Southern Africa;rcv1;2017;32
1118;Eastern & Southern Africa;rotac;2017;70
1119;Eastern & Southern Africa;yfv;2017;4
1120;Eastern & Southern Africa;bcg;2018;86
1121;Eastern & Southern Africa;dtp1;2018;88
1122;Eastern & Southern Africa;dtp3;2018;81
1123;Eastern & Southern Africa;hepb3;2018;81
1124;Eastern & Southern Africa;hepbb;2018;0
1125;Eastern & Southern Africa;hib3;2018;81
1126;Eastern & Southern Africa;ipv1;2018;60
1127;Eastern & Southern Africa;mcv1;2018;77
1128;Eastern & Southern Africa;mcv2;2018;40
1129;Eastern & Southern Africa;pcv3;2018;77
1130;Eastern & Southern Africa;pol3;2018;78
1131;Eastern & Southern Africa;rcv1;2018;41
1132;Eastern & Southern Africa;rotac;2018;74
1133;Eastern & Southern Africa;yfv;2018;4
1134;Eastern Europe & Central Asia;bcg;1980;6
1135;Eastern Europe & Central Asia;dtp1;1980;82
1136;Eastern Europe & Central Asia;dtp3;1980;76
1137;Eastern Europe & Central Asia;mcv1;1980;73
1138;Eastern Europe & Central Asia;pol3;1980;79
1139;Eastern Europe & Central Asia;rcv1;1980;0
1140;Eastern Europe & Central Asia;bcg;1981;18
1141;Eastern Europe & Central Asia;dtp1;1981;86
1142;Eastern Europe & Central Asia;dtp3;1981;84
1143;Eastern Europe & Central Asia;mcv1;1981;82
1144;Eastern Europe & Central Asia;pol3;1981;86
1145;Eastern Europe & Central Asia;rcv1;1981;0
1146;Eastern Europe & Central Asia;bcg;1982;19
1147;Eastern Europe & Central Asia;dtp1;1982;85
1148;Eastern Europe & Central Asia;dtp3;1982;82
1149;Eastern Europe & Central Asia;mcv1;1982;85
1150;Eastern Europe & Central Asia;pol3;1982;82
1151;Eastern Europe & Central Asia;rcv1;1982;0
1152;Eastern Europe & Central Asia;bcg;1983;82
1153;Eastern Europe & Central Asia;dtp1;1983;84
1154;Eastern Europe & Central Asia;dtp3;1983;79
1155;Eastern Europe & Central Asia;mcv1;1983;89
1156;Eastern Europe & Central Asia;pol3;1983;80
1157;Eastern Europe & Central Asia;rcv1;1983;3
1158;Eastern Europe & Central Asia;bcg;1984;84
1159;Eastern Europe & Central Asia;dtp1;1984;84
1160;Eastern Europe & Central Asia;dtp3;1984;79
1161;Eastern Europe & Central Asia;mcv1;1984;89
1162;Eastern Europe & Central Asia;pol3;1984;80
1163;Eastern Europe & Central Asia;rcv1;1984;3
1164;Eastern Europe & Central Asia;bcg;1985;86
1165;Eastern Europe & Central Asia;dtp1;1985;88
1166;Eastern Europe & Central Asia;dtp3;1985;81
1167;Eastern Europe & Central Asia;hepb3;1985;0
1168;Eastern Europe & Central Asia;mcv1;1985;89
1169;Eastern Europe & Central Asia;pol3;1985;90
1170;Eastern Europe & Central Asia;rcv1;1985;3
1171;Eastern Europe & Central Asia;bcg;1986;91
1172;Eastern Europe & Central Asia;dtp1;1986;84
1173;Eastern Europe & Central Asia;dtp3;1986;75
1174;Eastern Europe & Central Asia;hepb3;1986;0
1175;Eastern Europe & Central Asia;mcv1;1986;78
1176;Eastern Europe & Central Asia;pol3;1986;76
1177;Eastern Europe & Central Asia;rcv1;1986;3
1178;Eastern Europe & Central Asia;bcg;1987;92
1179;Eastern Europe & Central Asia;dtp1;1987;88
1180;Eastern Europe & Central Asia;dtp3;1987;80
1181;Eastern Europe & Central Asia;hepb3;1987;0
1182;Eastern Europe & Central Asia;mcv1;1987;80
1183;Eastern Europe & Central Asia;pol3;1987;82
1184;Eastern Europe & Central Asia;rcv1;1987;3
1185;Eastern Europe & Central Asia;bcg;1988;93
1186;Eastern Europe & Central Asia;dtp1;1988;87
1187;Eastern Europe & Central Asia;dtp3;1988;78
1188;Eastern Europe & Central Asia;hepb3;1988;0
1189;Eastern Europe & Central Asia;mcv1;1988;84
1190;Eastern Europe & Central Asia;pol3;1988;80
1191;Eastern Europe & Central Asia;rcv1;1988;3
1192;Eastern Europe & Central Asia;bcg;1989;92
1193;Eastern Europe & Central Asia;dtp1;1989;85
1194;Eastern Europe & Central Asia;dtp3;1989;74
1195;Eastern Europe & Central Asia;hepb3;1989;0
1196;Eastern Europe & Central Asia;mcv1;1989;83
1197;Eastern Europe & Central Asia;pol3;1989;78
1198;Eastern Europe & Central Asia;rcv1;1989;3
1199;Eastern Europe & Central Asia;bcg;1990;91
1200;Eastern Europe & Central Asia;dtp1;1990;85
1201;Eastern Europe & Central Asia;dtp3;1990;75
1202;Eastern Europe & Central Asia;hepb3;1990;0
1203;Eastern Europe & Central Asia;hib3;1990;0
1204;Eastern Europe & Central Asia;mcv1;1990;85
1205;Eastern Europe & Central Asia;pol3;1990;78
1206;Eastern Europe & Central Asia;rcv1;1990;3
1207;Eastern Europe & Central Asia;bcg;1991;91
1208;Eastern Europe & Central Asia;dtp1;1991;88
1209;Eastern Europe & Central Asia;dtp3;1991;79
1210;Eastern Europe & Central Asia;hepb3;1991;0
1211;Eastern Europe & Central Asia;hib3;1991;0
1212;Eastern Europe & Central Asia;mcv1;1991;83
1213;Eastern Europe & Central Asia;pol3;1991;76
1214;Eastern Europe & Central Asia;rcv1;1991;3
1215;Eastern Europe & Central Asia;bcg;1992;89
1216;Eastern Europe & Central Asia;dtp1;1992;91
1217;Eastern Europe & Central Asia;dtp3;1992;80
1218;Eastern Europe & Central Asia;hepb3;1992;1
1219;Eastern Europe & Central Asia;hib3;1992;0
1220;Eastern Europe & Central Asia;mcv1;1992;82
1221;Eastern Europe & Central Asia;pol3;1992;79
1222;Eastern Europe & Central Asia;rcv1;1992;4
1223;Eastern Europe & Central Asia;bcg;1993;89
1224;Eastern Europe & Central Asia;dtp1;1993;90
1225;Eastern Europe & Central Asia;dtp3;1993;75
1226;Eastern Europe & Central Asia;hepb3;1993;1
1227;Eastern Europe & Central Asia;hib3;1993;0
1228;Eastern Europe & Central Asia;mcv1;1993;83
1229;Eastern Europe & Central Asia;pol3;1993;77
1230;Eastern Europe & Central Asia;rcv1;1993;3
1231;Eastern Europe & Central Asia;bcg;1994;91
1232;Eastern Europe & Central Asia;dtp1;1994;94
1233;Eastern Europe & Central Asia;dtp3;1994;85
1234;Eastern Europe & Central Asia;hepb3;1994;2
1235;Eastern Europe & Central Asia;hib3;1994;0
1236;Eastern Europe & Central Asia;mcv1;1994;81
1237;Eastern Europe & Central Asia;pol3;1994;82
1238;Eastern Europe & Central Asia;rcv1;1994;5
1239;Eastern Europe & Central Asia;bcg;1995;92
1240;Eastern Europe & Central Asia;dtp1;1995;92
1241;Eastern Europe & Central Asia;dtp3;1995;82
1242;Eastern Europe & Central Asia;hepb3;1995;3
1243;Eastern Europe & Central Asia;hib3;1995;0
1244;Eastern Europe & Central Asia;mcv1;1995;82
1245;Eastern Europe & Central Asia;pol3;1995;82
1246;Eastern Europe & Central Asia;rcv1;1995;5
1247;Eastern Europe & Central Asia;bcg;1996;93
1248;Eastern Europe & Central Asia;dtp1;1996;94
1249;Eastern Europe & Central Asia;dtp3;1996;85
1250;Eastern Europe & Central Asia;hepb3;1996;7
1251;Eastern Europe & Central Asia;hib3;1996;0
1252;Eastern Europe & Central Asia;mcv1;1996;85
1253;Eastern Europe & Central Asia;pol3;1996;87
1254;Eastern Europe & Central Asia;rcv1;1996;7
1255;Eastern Europe & Central Asia;bcg;1997;93
1256;Eastern Europe & Central Asia;dtp1;1997;95
1257;Eastern Europe & Central Asia;dtp3;1997;89
1258;Eastern Europe & Central Asia;hepb3;1997;7
1259;Eastern Europe & Central Asia;hib3;1997;0
1260;Eastern Europe & Central Asia;mcv1;1997;89
1261;Eastern Europe & Central Asia;pol3;1997;90
1262;Eastern Europe & Central Asia;rcv1;1997;7
1263;Eastern Europe & Central Asia;bcg;1998;94
1264;Eastern Europe & Central Asia;dtp1;1998;95
1265;Eastern Europe & Central Asia;dtp3;1998;90
1266;Eastern Europe & Central Asia;hepb3;1998;10
1267;Eastern Europe & Central Asia;hib3;1998;0
1268;Eastern Europe & Central Asia;mcv1;1998;90
1269;Eastern Europe & Central Asia;pol3;1998;91
1270;Eastern Europe & Central Asia;rcv1;1998;7
1271;Eastern Europe & Central Asia;bcg;1999;95
1272;Eastern Europe & Central Asia;dtp1;1999;95
1273;Eastern Europe & Central Asia;dtp3;1999;91
1274;Eastern Europe & Central Asia;hepb3;1999;11
1275;Eastern Europe & Central Asia;hib3;1999;0
1276;Eastern Europe & Central Asia;mcv1;1999;91
1277;Eastern Europe & Central Asia;pol3;1999;91
1278;Eastern Europe & Central Asia;rcv1;1999;7
1279;Eastern Europe & Central Asia;bcg;2000;96
1280;Eastern Europe & Central Asia;dtp1;2000;95
1281;Eastern Europe & Central Asia;dtp3;2000;93
1282;Eastern Europe & Central Asia;hepb3;2000;33
1283;Eastern Europe & Central Asia;hepbb;2000;13
1284;Eastern Europe & Central Asia;hib3;2000;0
1285;Eastern Europe & Central Asia;mcv1;2000;93
1286;Eastern Europe & Central Asia;mcv2;2000;63
1287;Eastern Europe & Central Asia;pol3;2000;93
1288;Eastern Europe & Central Asia;rcv1;2000;32
1289;Eastern Europe & Central Asia;bcg;2001;96
1290;Eastern Europe & Central Asia;dtp1;2001;96
1291;Eastern Europe & Central Asia;dtp3;2001;93
1292;Eastern Europe & Central Asia;hepb3;2001;47
1293;Eastern Europe & Central Asia;hepbb;2001;17
1294;Eastern Europe & Central Asia;hib3;2001;0
1295;Eastern Europe & Central Asia;mcv1;2001;94
1296;Eastern Europe & Central Asia;mcv2;2001;89
1297;Eastern Europe & Central Asia;pol3;2001;94
1298;Eastern Europe & Central Asia;rcv1;2001;43
1299;Eastern Europe & Central Asia;bcg;2002;95
1300;Eastern Europe & Central Asia;dtp1;2002;93
1301;Eastern Europe & Central Asia;dtp3;2002;91
1302;Eastern Europe & Central Asia;hepb3;2002;71
1303;Eastern Europe & Central Asia;hepbb;2002;38
1304;Eastern Europe & Central Asia;hib3;2002;1
1305;Eastern Europe & Central Asia;mcv1;2002;92
1306;Eastern Europe & Central Asia;mcv2;2002;90
1307;Eastern Europe & Central Asia;pol3;2002;91
1308;Eastern Europe & Central Asia;rcv1;2002;49
1309;Eastern Europe & Central Asia;bcg;2003;95
1310;Eastern Europe & Central Asia;dtp1;2003;91
1311;Eastern Europe & Central Asia;dtp3;2003;87
1312;Eastern Europe & Central Asia;hepb3;2003;80
1313;Eastern Europe & Central Asia;hepbb;2003;59
1314;Eastern Europe & Central Asia;hib3;2003;1
1315;Eastern Europe & Central Asia;mcv1;2003;91
1316;Eastern Europe & Central Asia;mcv2;2003;95
1317;Eastern Europe & Central Asia;pol3;2003;88
1318;Eastern Europe & Central Asia;rcv1;2003;51
1319;Eastern Europe & Central Asia;bcg;2004;92
1320;Eastern Europe & Central Asia;dtp1;2004;93
1321;Eastern Europe & Central Asia;dtp3;2004;92
1322;Eastern Europe & Central Asia;hepb3;2004;88
1323;Eastern Europe & Central Asia;hepbb;2004;65
1324;Eastern Europe & Central Asia;hib3;2004;1
1325;Eastern Europe & Central Asia;mcv1;2004;92
1326;Eastern Europe & Central Asia;mcv2;2004;96
1327;Eastern Europe & Central Asia;pol3;2004;93
1328;Eastern Europe & Central Asia;rcv1;2004;57
